id,video_id,path,overall,intonation,tone,timing,technique,chunk_start,chunk_end,url
82f4bf36_2,82f4bf36,audio/82f4bf36_2.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=_GCY8BXSpPg
82f4bf36_3,82f4bf36,audio/82f4bf36_3.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=_GCY8BXSpPg
82f4bf36_4,82f4bf36,audio/82f4bf36_4.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=_GCY8BXSpPg
82f4bf36_5,82f4bf36,audio/82f4bf36_5.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=_GCY8BXSpPg
82f4bf36_6,82f4bf36,audio/82f4bf36_6.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=_GCY8BXSpPg
82f4bf36_7,82f4bf36,audio/82f4bf36_7.wav,,,,,,140.0,160.0,https://www.youtube.com/watch?v=_GCY8BXSpPg
82f4bf36_8,82f4bf36,audio/82f4bf36_8.wav,,,,,,160.0,180.0,https://www.youtube.com/watch?v=_GCY8BXSpPg
82f4bf36_9,82f4bf36,audio/82f4bf36_9.wav,,,,,,180.0,200.0,https://www.youtube.com/watch?v=_GCY8BXSpPg
82f4bf36_10,82f4bf36,audio/82f4bf36_10.wav,,,,,,200.0,220.0,https://www.youtube.com/watch?v=_GCY8BXSpPg
82f4bf36_11,82f4bf36,audio/82f4bf36_11.wav,,,,,,220.0,240.0,https://www.youtube.com/watch?v=_GCY8BXSpPg
6693dc70_0,6693dc70,audio/6693dc70_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=OjTNhRM-tuA
6693dc70_1,6693dc70,audio/6693dc70_1.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=OjTNhRM-tuA
6693dc70_2,6693dc70,audio/6693dc70_2.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=OjTNhRM-tuA
6693dc70_3,6693dc70,audio/6693dc70_3.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=OjTNhRM-tuA
6693dc70_4,6693dc70,audio/6693dc70_4.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=OjTNhRM-tuA
6693dc70_5,6693dc70,audio/6693dc70_5.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=OjTNhRM-tuA
6693dc70_6,6693dc70,audio/6693dc70_6.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=OjTNhRM-tuA
6693dc70_7,6693dc70,audio/6693dc70_7.wav,,,,,,140.0,160.0,https://www.youtube.com/watch?v=OjTNhRM-tuA
6693dc70_8,6693dc70,audio/6693dc70_8.wav,,,,,,160.0,180.0,https://www.youtube.com/watch?v=OjTNhRM-tuA
6693dc70_9,6693dc70,audio/6693dc70_9.wav,,,,,,180.0,200.0,https://www.youtube.com/watch?v=OjTNhRM-tuA
6693dc70_10,6693dc70,audio/6693dc70_10.wav,,,,,,200.0,220.0,https://www.youtube.com/watch?v=OjTNhRM-tuA
6693dc70_11,6693dc70,audio/6693dc70_11.wav,,,,,,220.0,240.0,https://www.youtube.com/watch?v=OjTNhRM-tuA
1c10e3b7_0,1c10e3b7,audio/1c10e3b7_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_1,1c10e3b7,audio/1c10e3b7_1.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_2,1c10e3b7,audio/1c10e3b7_2.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_3,1c10e3b7,audio/1c10e3b7_3.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_4,1c10e3b7,audio/1c10e3b7_4.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_5,1c10e3b7,audio/1c10e3b7_5.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_6,1c10e3b7,audio/1c10e3b7_6.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_7,1c10e3b7,audio/1c10e3b7_7.wav,,,,,,140.0,160.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_8,1c10e3b7,audio/1c10e3b7_8.wav,,,,,,160.0,180.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_9,1c10e3b7,audio/1c10e3b7_9.wav,,,,,,180.0,200.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_10,1c10e3b7,audio/1c10e3b7_10.wav,,,,,,200.0,220.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_11,1c10e3b7,audio/1c10e3b7_11.wav,,,,,,220.0,240.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_12,1c10e3b7,audio/1c10e3b7_12.wav,,,,,,240.0,260.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_13,1c10e3b7,audio/1c10e3b7_13.wav,,,,,,260.0,280.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_14,1c10e3b7,audio/1c10e3b7_14.wav,,,,,,280.0,300.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_15,1c10e3b7,audio/1c10e3b7_15.wav,,,,,,300.0,320.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_16,1c10e3b7,audio/1c10e3b7_16.wav,,,,,,320.0,340.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_17,1c10e3b7,audio/1c10e3b7_17.wav,,,,,,340.0,360.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_18,1c10e3b7,audio/1c10e3b7_18.wav,,,,,,360.0,380.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_19,1c10e3b7,audio/1c10e3b7_19.wav,,,,,,380.0,400.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_20,1c10e3b7,audio/1c10e3b7_20.wav,,,,,,400.0,420.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_21,1c10e3b7,audio/1c10e3b7_21.wav,,,,,,420.0,440.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_22,1c10e3b7,audio/1c10e3b7_22.wav,,,,,,440.0,460.0,https://www.youtube.com/watch?v=-fURZzOqkwk
1c10e3b7_23,1c10e3b7,audio/1c10e3b7_23.wav,,,,,,460.0,480.0,https://www.youtube.com/watch?v=-fURZzOqkwk
6a09e010_0,6a09e010,audio/6a09e010_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_1,6a09e010,audio/6a09e010_1.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_2,6a09e010,audio/6a09e010_2.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_3,6a09e010,audio/6a09e010_3.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_4,6a09e010,audio/6a09e010_4.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_5,6a09e010,audio/6a09e010_5.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_6,6a09e010,audio/6a09e010_6.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_7,6a09e010,audio/6a09e010_7.wav,,,,,,140.0,160.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_8,6a09e010,audio/6a09e010_8.wav,,,,,,160.0,180.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_9,6a09e010,audio/6a09e010_9.wav,,,,,,180.0,200.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_10,6a09e010,audio/6a09e010_10.wav,,,,,,200.0,220.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_11,6a09e010,audio/6a09e010_11.wav,,,,,,220.0,240.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_12,6a09e010,audio/6a09e010_12.wav,,,,,,240.0,260.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_13,6a09e010,audio/6a09e010_13.wav,,,,,,260.0,280.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_14,6a09e010,audio/6a09e010_14.wav,,,,,,280.0,300.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_15,6a09e010,audio/6a09e010_15.wav,,,,,,300.0,320.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_16,6a09e010,audio/6a09e010_16.wav,,,,,,320.0,340.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_17,6a09e010,audio/6a09e010_17.wav,,,,,,340.0,360.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_18,6a09e010,audio/6a09e010_18.wav,,,,,,360.0,380.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_19,6a09e010,audio/6a09e010_19.wav,,,,,,380.0,400.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_20,6a09e010,audio/6a09e010_20.wav,,,,,,400.0,420.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_21,6a09e010,audio/6a09e010_21.wav,,,,,,420.0,440.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_22,6a09e010,audio/6a09e010_22.wav,,,,,,440.0,460.0,https://www.youtube.com/watch?v=EZScJrERu-Q
6a09e010_23,6a09e010,audio/6a09e010_23.wav,,,,,,460.0,480.0,https://www.youtube.com/watch?v=EZScJrERu-Q
648d870e_0,648d870e,audio/648d870e_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=0iGIlsTy5tE
648d870e_1,648d870e,audio/648d870e_1.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=0iGIlsTy5tE
648d870e_2,648d870e,audio/648d870e_2.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=0iGIlsTy5tE
648d870e_3,648d870e,audio/648d870e_3.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=0iGIlsTy5tE
648d870e_4,648d870e,audio/648d870e_4.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=0iGIlsTy5tE
648d870e_5,648d870e,audio/648d870e_5.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=0iGIlsTy5tE
648d870e_6,648d870e,audio/648d870e_6.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=0iGIlsTy5tE
648d870e_7,648d870e,audio/648d870e_7.wav,,,,,,140.0,160.0,https://www.youtube.com/watch?v=0iGIlsTy5tE
648d870e_8,648d870e,audio/648d870e_8.wav,,,,,,160.0,180.0,https://www.youtube.com/watch?v=0iGIlsTy5tE
648d870e_9,648d870e,audio/648d870e_9.wav,,,,,,180.0,200.0,https://www.youtube.com/watch?v=0iGIlsTy5tE
648d870e_10,648d870e,audio/648d870e_10.wav,,,,,,200.0,220.0,https://www.youtube.com/watch?v=0iGIlsTy5tE
648d870e_11,648d870e,audio/648d870e_11.wav,,,,,,220.0,240.0,https://www.youtube.com/watch?v=0iGIlsTy5tE
648d870e_12,648d870e,audio/648d870e_12.wav,,,,,,240.0,260.0,https://www.youtube.com/watch?v=0iGIlsTy5tE
648d870e_13,648d870e,audio/648d870e_13.wav,,,,,,260.0,280.0,https://www.youtube.com/watch?v=0iGIlsTy5tE
648d870e_14,648d870e,audio/648d870e_14.wav,,,,,,280.0,300.0,https://www.youtube.com/watch?v=0iGIlsTy5tE
648d870e_15,648d870e,audio/648d870e_15.wav,,,,,,300.0,320.0,https://www.youtube.com/watch?v=0iGIlsTy5tE
b69fa6c8_0,b69fa6c8,audio/b69fa6c8_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=qkmMZczfpOE&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=1&pp=iAQB
5a609834_0,5a609834,audio/5a609834_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=1S-qM2IODwY&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=2&pp=iAQB
8b993d14_0,8b993d14,audio/8b993d14_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
8b993d14_1,8b993d14,audio/8b993d14_1.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
8b993d14_2,8b993d14,audio/8b993d14_2.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
8b993d14_3,8b993d14,audio/8b993d14_3.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
8b993d14_4,8b993d14,audio/8b993d14_4.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
8b993d14_5,8b993d14,audio/8b993d14_5.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
8b993d14_6,8b993d14,audio/8b993d14_6.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
8b993d14_7,8b993d14,audio/8b993d14_7.wav,,,,,,140.0,160.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
8b993d14_8,8b993d14,audio/8b993d14_8.wav,,,,,,160.0,180.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
8b993d14_9,8b993d14,audio/8b993d14_9.wav,,,,,,180.0,200.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
8b993d14_10,8b993d14,audio/8b993d14_10.wav,,,,,,200.0,220.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
8b993d14_11,8b993d14,audio/8b993d14_11.wav,,,,,,220.0,240.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
8b993d14_12,8b993d14,audio/8b993d14_12.wav,,,,,,240.0,260.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
8b993d14_13,8b993d14,audio/8b993d14_13.wav,,,,,,260.0,280.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
8b993d14_14,8b993d14,audio/8b993d14_14.wav,,,,,,280.0,300.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
8b993d14_15,8b993d14,audio/8b993d14_15.wav,,,,,,300.0,320.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
8b993d14_16,8b993d14,audio/8b993d14_16.wav,,,,,,320.0,340.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
8b993d14_17,8b993d14,audio/8b993d14_17.wav,,,,,,340.0,360.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
8b993d14_18,8b993d14,audio/8b993d14_18.wav,,,,,,360.0,380.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
8b993d14_19,8b993d14,audio/8b993d14_19.wav,,,,,,380.0,400.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
8b993d14_20,8b993d14,audio/8b993d14_20.wav,,,,,,400.0,420.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
8b993d14_21,8b993d14,audio/8b993d14_21.wav,,,,,,420.0,440.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
8b993d14_22,8b993d14,audio/8b993d14_22.wav,,,,,,440.0,460.0,https://www.youtube.com/watch?v=VCa0dqGwGic&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=3&pp=iAQB
c2da0567_0,c2da0567,audio/c2da0567_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=pD14jOupK7I&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=4&pp=iAQB
c2da0567_1,c2da0567,audio/c2da0567_1.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=pD14jOupK7I&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=4&pp=iAQB
c2da0567_2,c2da0567,audio/c2da0567_2.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=pD14jOupK7I&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=4&pp=iAQB
c2da0567_3,c2da0567,audio/c2da0567_3.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=pD14jOupK7I&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=4&pp=iAQB
c2da0567_4,c2da0567,audio/c2da0567_4.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=pD14jOupK7I&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=4&pp=iAQB
c2da0567_5,c2da0567,audio/c2da0567_5.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=pD14jOupK7I&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=4&pp=iAQB
c2da0567_6,c2da0567,audio/c2da0567_6.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=pD14jOupK7I&list=PL3zSV0SBzi16Kgf07KrKIw4lsvRBQ5LPL&index=4&pp=iAQB
4f38bc73_0,4f38bc73,audio/4f38bc73_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=Y_gqOnsftGM&list=PL9D_t9Ko_K5iSFHSZaicSP9H1b7YWQIk7&index=1&pp=iAQB
6c54882b_0,6c54882b,audio/6c54882b_0.wav,,,,,,0.0,14.4,https://www.youtube.com/watch?v=qN5pYU5dJr0&list=PL9D_t9Ko_K5iSFHSZaicSP9H1b7YWQIk7&index=2&pp=iAQB
77a623b0_0,77a623b0,audio/77a623b0_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=f0IXWs_Hg-U&list=PL9D_t9Ko_K5iSFHSZaicSP9H1b7YWQIk7&index=3&pp=iAQB
77a623b0_1,77a623b0,audio/77a623b0_1.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=f0IXWs_Hg-U&list=PL9D_t9Ko_K5iSFHSZaicSP9H1b7YWQIk7&index=3&pp=iAQB
77a623b0_2,77a623b0,audio/77a623b0_2.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=f0IXWs_Hg-U&list=PL9D_t9Ko_K5iSFHSZaicSP9H1b7YWQIk7&index=3&pp=iAQB
77a623b0_3,77a623b0,audio/77a623b0_3.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=f0IXWs_Hg-U&list=PL9D_t9Ko_K5iSFHSZaicSP9H1b7YWQIk7&index=3&pp=iAQB
77a623b0_4,77a623b0,audio/77a623b0_4.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=f0IXWs_Hg-U&list=PL9D_t9Ko_K5iSFHSZaicSP9H1b7YWQIk7&index=3&pp=iAQB
77a623b0_5,77a623b0,audio/77a623b0_5.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=f0IXWs_Hg-U&list=PL9D_t9Ko_K5iSFHSZaicSP9H1b7YWQIk7&index=3&pp=iAQB
7d5bd987_0,7d5bd987,audio/7d5bd987_0.wav,,,,,,0.0,17.6,https://www.youtube.com/watch?v=omx6erm6JnI&list=PL9D_t9Ko_K5iSFHSZaicSP9H1b7YWQIk7&index=4&pp=iAQB
b9fe9c4a_0,b9fe9c4a,audio/b9fe9c4a_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=Lj2d45tB8iU&list=PL3zSV0SBzi16LJHpMp3Ra_TTu8V1lx9fD&index=1&pp=iAQB
bc679414_0,bc679414,audio/bc679414_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=EGyhRX3t0NU&list=PL3zSV0SBzi16LJHpMp3Ra_TTu8V1lx9fD&index=2&pp=iAQB
bc679414_1,bc679414,audio/bc679414_1.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=EGyhRX3t0NU&list=PL3zSV0SBzi16LJHpMp3Ra_TTu8V1lx9fD&index=2&pp=iAQB
bc679414_2,bc679414,audio/bc679414_2.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=EGyhRX3t0NU&list=PL3zSV0SBzi16LJHpMp3Ra_TTu8V1lx9fD&index=2&pp=iAQB
bc679414_3,bc679414,audio/bc679414_3.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=EGyhRX3t0NU&list=PL3zSV0SBzi16LJHpMp3Ra_TTu8V1lx9fD&index=2&pp=iAQB
54fa4b86_0,54fa4b86,audio/54fa4b86_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=GdqwEdarEsw&list=PL3zSV0SBzi16LJHpMp3Ra_TTu8V1lx9fD&index=4&pp=iAQB0gcJCRUKAYcqIYzv
eaa19055_0,eaa19055,audio/eaa19055_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=2Ht4QvFPukU&list=PL3zSV0SBzi16LJHpMp3Ra_TTu8V1lx9fD&index=5&pp=iAQB
eaa19055_1,eaa19055,audio/eaa19055_1.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=2Ht4QvFPukU&list=PL3zSV0SBzi16LJHpMp3Ra_TTu8V1lx9fD&index=5&pp=iAQB
eaa19055_2,eaa19055,audio/eaa19055_2.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=2Ht4QvFPukU&list=PL3zSV0SBzi16LJHpMp3Ra_TTu8V1lx9fD&index=5&pp=iAQB
eaa19055_3,eaa19055,audio/eaa19055_3.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=2Ht4QvFPukU&list=PL3zSV0SBzi16LJHpMp3Ra_TTu8V1lx9fD&index=5&pp=iAQB
eaa19055_4,eaa19055,audio/eaa19055_4.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=2Ht4QvFPukU&list=PL3zSV0SBzi16LJHpMp3Ra_TTu8V1lx9fD&index=5&pp=iAQB
eaa19055_5,eaa19055,audio/eaa19055_5.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=2Ht4QvFPukU&list=PL3zSV0SBzi16LJHpMp3Ra_TTu8V1lx9fD&index=5&pp=iAQB
eaa19055_6,eaa19055,audio/eaa19055_6.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=2Ht4QvFPukU&list=PL3zSV0SBzi16LJHpMp3Ra_TTu8V1lx9fD&index=5&pp=iAQB
eaa19055_7,eaa19055,audio/eaa19055_7.wav,,,,,,140.0,160.0,https://www.youtube.com/watch?v=2Ht4QvFPukU&list=PL3zSV0SBzi16LJHpMp3Ra_TTu8V1lx9fD&index=5&pp=iAQB
a16b4b27_0,a16b4b27,audio/a16b4b27_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=uCKzajD9yqU&list=PLYUBY1_EF2SR6mp3dfCcZpSfyaPpA_6Ui&index=1&pp=iAQB8AUB
a16b4b27_1,a16b4b27,audio/a16b4b27_1.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=uCKzajD9yqU&list=PLYUBY1_EF2SR6mp3dfCcZpSfyaPpA_6Ui&index=1&pp=iAQB8AUB
a16b4b27_2,a16b4b27,audio/a16b4b27_2.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=uCKzajD9yqU&list=PLYUBY1_EF2SR6mp3dfCcZpSfyaPpA_6Ui&index=1&pp=iAQB8AUB
a16b4b27_3,a16b4b27,audio/a16b4b27_3.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=uCKzajD9yqU&list=PLYUBY1_EF2SR6mp3dfCcZpSfyaPpA_6Ui&index=1&pp=iAQB8AUB
a16b4b27_4,a16b4b27,audio/a16b4b27_4.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=uCKzajD9yqU&list=PLYUBY1_EF2SR6mp3dfCcZpSfyaPpA_6Ui&index=1&pp=iAQB8AUB
a16b4b27_5,a16b4b27,audio/a16b4b27_5.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=uCKzajD9yqU&list=PLYUBY1_EF2SR6mp3dfCcZpSfyaPpA_6Ui&index=1&pp=iAQB8AUB
a16b4b27_6,a16b4b27,audio/a16b4b27_6.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=uCKzajD9yqU&list=PLYUBY1_EF2SR6mp3dfCcZpSfyaPpA_6Ui&index=1&pp=iAQB8AUB
a16b4b27_7,a16b4b27,audio/a16b4b27_7.wav,,,,,,140.0,160.0,https://www.youtube.com/watch?v=uCKzajD9yqU&list=PLYUBY1_EF2SR6mp3dfCcZpSfyaPpA_6Ui&index=1&pp=iAQB8AUB
a16b4b27_8,a16b4b27,audio/a16b4b27_8.wav,,,,,,160.0,180.0,https://www.youtube.com/watch?v=uCKzajD9yqU&list=PLYUBY1_EF2SR6mp3dfCcZpSfyaPpA_6Ui&index=1&pp=iAQB8AUB
a16b4b27_9,a16b4b27,audio/a16b4b27_9.wav,,,,,,180.0,200.0,https://www.youtube.com/watch?v=uCKzajD9yqU&list=PLYUBY1_EF2SR6mp3dfCcZpSfyaPpA_6Ui&index=1&pp=iAQB8AUB
a16b4b27_10,a16b4b27,audio/a16b4b27_10.wav,,,,,,200.0,220.0,https://www.youtube.com/watch?v=uCKzajD9yqU&list=PLYUBY1_EF2SR6mp3dfCcZpSfyaPpA_6Ui&index=1&pp=iAQB8AUB
a16b4b27_11,a16b4b27,audio/a16b4b27_11.wav,,,,,,220.0,240.0,https://www.youtube.com/watch?v=uCKzajD9yqU&list=PLYUBY1_EF2SR6mp3dfCcZpSfyaPpA_6Ui&index=1&pp=iAQB8AUB
103760c9_0,103760c9,audio/103760c9_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=57qkp4GJwas&list=PLYUBY1_EF2SR6mp3dfCcZpSfyaPpA_6Ui&index=2&pp=iAQB8AUB
